Power-Dash,,,,
Template sheet: RPM is prefilled every 100rpm from the official range. Enter torque/current/voltage by graph reading or measurement as needed.,,,,
,,,,
ItemNo,15317,,,
ShaftType,single,,,
Official Voltage Range (V),2.4 - 3.0,,,
Official RPM Range,19900 - 23600,,,
Official Torque Range @ rec. load (mN·m),1.5 - 2.0,,,
Official Current Range (A),2.5 - 3.3,,,
Notes,,,,
Source,https://www.tamiya.com/cms/english/mini4wd/setupguide/motorguide.pdf,,,
,,,,
RPM,Torque_mNm,Current_A,Voltage_V,Note
19900,,,,
20000,,,,
20100,,,,
20200,,,,
20300,,,,
20400,,,,
20500,,,,
20600,,,,
20700,,,,
20800,,,,
20900,,,,
21000,,,,
21100,,,,
21200,,,,
21300,,,,
21400,,,,
21500,,,,
21600,,,,
21700,,,,
21800,,,,
21900,,,,
22000,,,,
22100,,,,
22200,,,,
22300,,,,
22400,,,,
22500,,,,
22600,,,,
22700,,,,
22800,,,,
22900,,,,
23000,,,,
23100,,,,
23200,,,,
23300,,,,
23400,,,,
23500,,,,
23600,,,,
